patent_number,country,title,assignee,grant_year,times_cited,status,url
10959744,US,Customizing Surgical Dissectors Using 3D Printing,Ethicon,2021,354,active,https://patentbrief.org/patent/us/10959744/surgical-dissectors-and-manufacturing-techniques
2415012,US,How the Slinky Toy Works,James Industries Inc,1947,29,public domain,https://patentbrief.org/patent/us/2415012/slinky-toy
RE42346,US,How Silicon Microphones Use Layers to Shrink Sound Sensors,Epcos Pte Ltd,2011,4,public domain,https://patentbrief.org/patent/us/RE42346/cyclone-vacuum-cleaner
1956350,US,How Laurens Hammond Invented the Electric Organ,Individual,1934,35,public domain,https://patentbrief.org/patent/us/1956350/hammond-organ
808897,US,How Willis Carrier Invented the Modern Air Conditioner,Buffalo Forge Co,1906,19,public domain,https://patentbrief.org/patent/us/808897/air-conditioning-carrier
3055113,US,Early Device for Tracking Objects with a Pen,Individual,1962,31,public domain,https://patentbrief.org/patent/us/3055113/etch-a-sketch
2982547,US,How the First Modern Water Slide Was Designed,Individual,1961,41,public domain,https://patentbrief.org/patent/us/2982547/slip-n-slide-carrier
1113371,US,How TinkerToy's Original Wooden Construction Blocks Work,Individual,1914,41,public domain,https://patentbrief.org/patent/us/1113371/tinkertoy-pajeau
2370990,US,How George Nissen Invented the Modern Trampoline,Individual,1945,37,public domain,https://patentbrief.org/patent/us/2370990/trampoline-nissen
3023824,US,How Joseph-Armand Bombardier Designed the Modern Snowmobile,Individual,1962,30,public domain,https://patentbrief.org/patent/us/3023824/snowmobile-bombardier
1480914,US,How the Modern Kitchen Blender Works,ARNOLD ELECTRIC Co,1924,33,public domain,https://patentbrief.org/patent/us/1480914/blender-beverage-mixer-poplawski
8689253,US,How Remote Servers Automatically Adjust Your TV Settings,Sharp Laboratories of America Inc,2014,4,public domain,https://patentbrief.org/patent/us/8689253/netflix-recommendation-engine
1781541,US,How Albert Einstein and Leo Szilard Designed a Silent Refrigerator,Electrolux Servel Corp,1930,22,public domain,https://patentbrief.org/patent/us/1781541/einstein-szilard-refrigerator
2442141,US,How Andrew Moyer Learned to Mass-Produce Penicillin,US Department of Agriculture USDA,1948,13,public domain,https://patentbrief.org/patent/us/2442141/vitamin-b12-isolation
8495220,US,How Cloud Storage Providers Automatically Connect Files to Content Delivery Networks,Amazon Technologies Inc,2013,0,active,https://patentbrief.org/patent/us/8495220/amazon-cloudfront-streaming
12134567,US,How to Make Better Ferrite Powder for Industrial Use,Powdertech Co Ltd,2024,0,active,https://patentbrief.org/patent/us/12134567/falcon-9-block-5
2189285,US,How the View-Master 3D Image Viewer Works,Individual,1940,28,public domain,https://patentbrief.org/patent/us/2189285/view-master-stereoscope
200521,US,How Thomas Edison Improved Early Phonograph Recording,Thomas A. Edison,1878,9,active,https://patentbrief.org/patent/us/200521/phonograph-edison
2960558,US,How the Modern Alkaline Battery Was Invented,Union Carbide Corp,1960,25,public domain,https://patentbrief.org/patent/us/2960558/alkaline-battery-dry-cell
9398104,US,How Facebook Uses User Feedback to Improve Search Results,Facebook Inc,2016,0,active,https://patentbrief.org/patent/us/9398104/facebook-ads-manager
10152712,US,How to Aggregate Transaction Notifications Using Secure Tokens,PayPal Inc,2018,0,public domain,https://patentbrief.org/patent/us/10152712/stripe-payment-processing-api
10402038,US,Managing App Screens Across Multiple Displays Simultaneously,Hand Held Products Inc,2019,0,active,https://patentbrief.org/patent/us/10402038/apple-news
7528115,US,Improving Drug Delivery with Chemical Masks for Thiazolo-Pyrimidine Compounds,Anadys Pharmaceuticals Inc,2009,1,active,https://patentbrief.org/patent/us/7528115/eylea-aflibercept
8062633,US,Using Bacteria to Kill Food-Poisoning Germs on Kitchen Surfaces,Universidad Austral de Chile,2011,1,active,https://patentbrief.org/patent/us/8062633/actemra-tocilizumab
10318876,US,How AI Systems Adjust Their Behavior Based on User Mood,International Business Machines Corp,2019,0,active,https://patentbrief.org/patent/us/10318876/neural-architecture-search-with-rl
RE48450,US,How to Use Air-Gaps to Insulate High-Voltage Semiconductor Chips,Renesas Electronics Corp,2021,0,active,https://patentbrief.org/patent/us/RE48450/android-operating-system
10241750,US,How to Trick Your Phone Into Muting Its Own Microphone,Columbia Network Security Inc,2019,2,active,https://patentbrief.org/patent/us/10241750/swift-programming-language
400664,US,How Charles Hall Invented Modern Aluminum Production,Individual,1889,18,public domain,https://patentbrief.org/patent/us/400664/hall-process-aluminum-smelting
1242872,US,How Clarence Saunders Invented the Modern Self-Service Grocery Store,Individual,1917,22,public domain,https://patentbrief.org/patent/us/1242872/self-service-grocery-store-saunders
2187888,US,How the 1940 Nachumsohn Cooking Apparatus Works,Individual,1940,31,public domain,https://patentbrief.org/patent/us/2187888/crock-pot-slow-cooker-naxon
2519859,US,Ralph Teetor's Speed Control Device for Automobiles,Individual,1950,23,public domain,https://patentbrief.org/patent/us/2519859/cruise-control-teetor
2799449,US,How Alan Turing Designed Early Computer Memory Systems,Nat Res Dev,1957,17,public domain,https://patentbrief.org/patent/us/2799449/turing-computer-data-storage
11993444,US,How to Build a Shock-Absorbing Shipping Box,Individual,2024,0,active,https://patentbrief.org/patent/us/11993444/starship-mars-base-alpha
7596798,US,How to Send Cable Internet Signals Over Wireless Links,Arcowv Wireless LLC,2009,2,public domain,https://patentbrief.org/patent/us/7596798/netflix-streaming-service
1612267,US,The Invention of the Modern Adhesive Bandage,Johnson and Johnson,1926,16,public domain,https://patentbrief.org/patent/us/1612267/band-aid-adhesive-bandage
723325,US,Leamon Souder's 1903 Design for a Spiral Escalator,Individual,1903,17,public domain,https://patentbrief.org/patent/us/723325/escalator-moving-stairway
2546078,US,How the Rogallo Flexible Wing Kite Works,Individual,1951,23,public domain,https://patentbrief.org/patent/us/2546078/rogallo-wing-hang-glider
1505592,US,How the Popsicle Was Invented by Accident,Individual,1924,23,public domain,https://patentbrief.org/patent/us/1505592/popsicle-epperson
2956114,US,How Ampex Invented Modern Video Recording on Magnetic Tape,Ampex Corp,1960,11,public domain,https://patentbrief.org/patent/us/2956114/videotape-recorder-ampex
1760820,US,How Richard Drew Invented Modern Transparent Adhesive Tape,Minnesota Mining and Manufacturing Co,1930,20,public domain,https://patentbrief.org/patent/us/1760820/scotch-tape-adhesive-drew
2133235,US,How Glass Fibers Are Spun for Insulation,Owens Illinois Glass Co,1938,22,public domain,https://patentbrief.org/patent/us/2133235/fiberglass-glass-wool-slayter
6266060,US,How Browsers Automatically Choose Your Start Page Based on History,International Business Machines Corp,2001,95,public domain,https://patentbrief.org/patent/us/6266060/windows-desktop
RE36574,US,How Early Video Games Synchronized Gameplay Over Modems,MILTON HAROLD W,2000,16,public domain,https://patentbrief.org/patent/us/RE36574/game-boy
1219881,US,How Gideon Sundback Invented the Modern Zipper,Hookless Fastener Co,1917,14,public domain,https://patentbrief.org/patent/us/1219881/zipper-separable-fastener
468226,US,How the Crown Cork Bottle Cap Changed Soda and Beer,William Painter,1892,19,active,https://patentbrief.org/patent/us/468226/bottle-cap-crown-cork-painter
2058761,US,How Arnold Beckman Invented the Modern pH Meter,Arnold O. Beckman,1936,17,active,https://patentbrief.org/patent/us/2058761/ph-meter-beckman
3503060,US,How Early Hard Disk Drives Accessed Data Quickly,JOHN J LYNOTT,1970,9,public domain,https://patentbrief.org/patent/us/3503060/hard-disk-drive
8577894,US,How Human Searchers Unlock Restricted Web Content for Users,ChaCha Search Inc,2013,0,active,https://patentbrief.org/patent/us/8577894/bing-knowledge-graph-satori
613809,US,Nikola Tesla's Remote Control System for Boats,Individual,1898,15,public domain,https://patentbrief.org/patent/us/613809/tesla-remote-control-teleautomaton
2331117,US,How the First Aerosol Spray Can Works,CLAUDE R WICKARD,1943,20,public domain,https://patentbrief.org/patent/us/2331117/aerosol-spray-can-goodhue
RE39833,US,Using Heat to Move Tiny Mirrors for Controlling Light Beams,Southwest Research Institute SwRI,2007,1,public domain,https://patentbrief.org/patent/us/RE39833/tpa-variants
9605068,US,How to Detect Heart Disease in Cats Using Blood Tests,Antibody Lab GmbH,2017,7,active,https://patentbrief.org/patent/us/9605068/dupixent-dupilumab
1351086,US,The Invention of Lincoln Logs,Individual,1920,24,public domain,https://patentbrief.org/patent/us/1351086/lincoln-logs-wright
12376789,US,How Computers Use Brain Maps to Diagnose Alzheimer's Disease,Chosun University Industry Academic Cooperation Foundation,2025,0,active,https://patentbrief.org/patent/us/12376789/raptor-testing
1773079,US,How Clarence Birdseye Invented Modern Frozen Food,Frosted Foods Co Inc,1930,14,public domain,https://patentbrief.org/patent/us/1773079/frozen-food-birdseye
3454279,US,How the Game Twister Works,Milton Bradley Co,1969,23,public domain,https://patentbrief.org/patent/us/3454279/twister-game
608845,US,How Rudolf Diesel's Engine Works,Rudolf Diesel,1898,10,active,https://patentbrief.org/patent/us/608845/diesel-engine
9402913,US,Combining Cyclosporine A and Steroids into a Single Hybrid Drug,Allergan Inc,2016,1,active,https://patentbrief.org/patent/us/9402913/sovaldi-sofosbuvir
349611,US,William Stanley Jr.'s Early Alternating Current Transformer System,"William Stanley, Jr.",1886,12,active,https://patentbrief.org/patent/us/349611/transformer-stanley
1469997,US,A 1920s Design for a Suspended Monorail Transportation System,MAY B CORNWALL,1923,7,public domain,https://patentbrief.org/patent/us/1469997/iletin-insulin
11715014,US,How Computers Use Neural Networks to Read Messy Handwriting,Kodak Alaris Inc,2023,0,active,https://patentbrief.org/patent/us/11715014/gemini-multimodal-model
1264128,US,How Early Industrial Food Mixers Used Planetary Gear Systems,Hobart Manfacturing Co,1918,19,public domain,https://patentbrief.org/patent/us/1264128/stand-mixer-kitchenaid-johnston
775134,US,How King Gillette Invented the Modern Disposable Safety Razor,FED TRUST Co,1904,11,public domain,https://patentbrief.org/patent/us/775134/safety-razor-gillette
1647,US,How Samuel Morse Patented the Electric Telegraph System,Samuel F. B. Morse,1840,8,active,https://patentbrief.org/patent/us/1647/morse-telegraph
2118318,US,How the First Coin-Operated Parking Meter Works,DUAL PARKING METER Co,1938,15,public domain,https://patentbrief.org/patent/us/2118318/parking-meter-magee
RE46627,US,How a Handheld Punch Creates Custom Jewelry Display Cards,Individual,2017,1,active,https://patentbrief.org/patent/us/RE46627/aubagio-teriflunomide
2485039,US,How the Aqua-Lung Scuba Regulator Works,Individual,1949,12,public domain,https://patentbrief.org/patent/us/2485039/aqualung-scuba-cousteau-gagnan
1057423,US,Elwood Haynes' Early Stellite Cobalt-Chromium Alloy,Individual,1913,18,public domain,https://patentbrief.org/patent/us/1057423/stellite-cobalt-alloy-haynes
454622,US,Nikola Tesla's Early System for Electric Lighting,Individual,1891,13,active,https://patentbrief.org/patent/us/454622/tesla-coil-electric-lighting
RE48036,US,The Design of a Specific Medical Instrument Handle,Gauthier Biomedical Inc,2020,3,active,https://patentbrief.org/patent/us/RE48036/supersonic-hair-dryer
2196914,US,How Sylvan Goldman Invented the Modern Grocery Shopping Cart,Individual,1940,15,public domain,https://patentbrief.org/patent/us/2196914/shopping-cart-goldman
9919813,US,How Spacecraft Calculate Maneuvers to Change Orbits Near Another Satellite,US Department of Navy,2018,1,active,https://patentbrief.org/patent/us/9919813/fairing-recovery-system
6793929,US,"How to Make Stable, High-Water Content Skin Creams",Beiersdorf AG,2004,25,public domain,https://patentbrief.org/patent/us/6793929/herceptin-chemotherapy-combination
RE48592,US,The Ornamental Design of a Specific Spotlight,Modulex Inc USA,2021,2,active,https://patentbrief.org/patent/us/RE48592/cftr-potentiator-compounds
5639606,US,How to Measure Gene Activity Using Competitive PCR Kits,University of Rochester,1997,151,public domain,https://patentbrief.org/patent/us/5639606/quantitative-pcr
7685160,US,How Software Predicts What You Need Based on Your Coworkers,Microsoft Corp,2010,5,public domain,https://patentbrief.org/patent/us/7685160/ntfs-file-system
20150206070,US,How Computers Group Files Based on Meaning and Context,Individual,,17,active,https://patentbrief.org/patent/us/20150206070/generative-adversarial-networks-gans
2880132,US,How Chemical Additives Boost the Effectiveness of Rodent Poisons,Morton Chemical Co,1959,4,public domain,https://patentbrief.org/patent/us/2880132/tetracycline
5891653,US,Using Stress Proteins to Help the Body Accept Organ Transplants,Individual,1999,15,public domain,https://patentbrief.org/patent/us/5891653/hiv-viral-load-test-bdna
207559,US,How the QWERTY Keyboard Layout Was Originally Designed,Christopher Latham Sholes,1878,7,active,https://patentbrief.org/patent/us/207559/qwerty-typewriter-sholes
2713176,US,How a Simple Felt-Tip Marker Works,Individual,1955,13,public domain,https://patentbrief.org/patent/us/2713176/magic-marker-permanent-marker-rosenthal
31128,US,How Elisha Otis Invented the Modern Safety Elevator,Elisha G. Otis,1861,6,active,https://patentbrief.org/patent/us/31128/otis-elevator-safety-brake
644077,US,How Felix Hoffmann Invented Aspirin,FARBENFABRIKEN OF ELBERFELD Co,1900,6,public domain,https://patentbrief.org/patent/us/644077/aspirin-acetylsalicylic-acid
1721815,US,How the First Cotton Swabs Were Mass-Produced,Individual,1929,10,public domain,https://patentbrief.org/patent/us/1721815/q-tip-cotton-swab
2824789,US,How the Breathalyzer Measures Alcohol in Your Breath,Individual,1958,8,public domain,https://patentbrief.org/patent/us/2824789/breathalyzer-borkenstein
3475623,US,How Robert Moog Used Transistors to Shape Synthesizer Sounds,ROBERT A MOOG,1969,7,public domain,https://patentbrief.org/patent/us/3475623/moog-synthesizer-ladder-filter
10028963,US,How to Treat Severe Lung Infections Using Ceftolozane and Tazobactam,Merck Sharp and Dohme LLC,2018,0,active,https://patentbrief.org/patent/us/10028963/biktarvy-bictegravir-taf-ftc
9824092,US,How Microsoft Organizes Data in Multi-Tier Storage Systems,Microsoft Technology Licensing LLC,2017,4,active,https://patentbrief.org/patent/us/9824092/file-storage-system-including-tiers
10456769,US,How to Sequence DNA from Tiny Samples Using Specialized Plates,Bgi Shenzhen & Bgi Shenzhen Co Ltd,2019,1,active,https://patentbrief.org/patent/us/10456769/method-of-constructing-sequencing-library
10113167,US,How CRISPR-Cas9 Uses RNA to Edit DNA,Universitaet Wien,2018,49,active,https://patentbrief.org/patent/us/10113167/methods-and-compositions-for-rna-directed-target-dna-modification-and-for-rna-directed-modulation-of-transcription
11267584,US,How to Build an Aircraft Tail Using One-Shot Composite Curing,Airbus Operations SL,2022,0,active,https://patentbrief.org/patent/us/11267584/orbital-refueling
3633,US,How Charles Goodyear Invented Modern Vulcanized Rubber,Charles Goodyear,1844,6,active,https://patentbrief.org/patent/us/3633/vulcanized-rubber-goodyear
9811783,US,How Software Automatically Picks the Best Way to Send Job Ads,Jobvite Inc,2017,2,active,https://patentbrief.org/patent/us/9811783/uber-surge-pricing
2046343,US,The Invention of the Phillips Head Screw,Phillips Screw Co,1936,8,public domain,https://patentbrief.org/patent/us/2046343/phillips-screw-screwdriver
10163106,US,How Visa Processes Targeted Discounts on Specific Items During Checkout,Visa International Service Association,2018,1,active,https://patentbrief.org/patent/us/10163106/stripe-radar
8278036,US,How Modified RNA Tricks Cells Into Making Proteins Without Triggering Attacks,University of Pennsylvania Penn,2012,322,public domain,https://patentbrief.org/patent/us/8278036/rna-containing-modified-nucleosides-and-methods-of-use-thereof
4302536,US,How to Detect Disease Markers Using Colored Proteins,Individual,1981,27,public domain,https://patentbrief.org/patent/us/4302536/colorimetric-immunoassay-process
586193,US,How Marconi Patented Early Wireless Telegraphy Signals,Guglielmo Marconi,1897,4,active,https://patentbrief.org/patent/us/586193/radio-wireless-marconi
1906844,US,How the Iron Lung Artificial Respirator Works,Individual,1933,7,public domain,https://patentbrief.org/patent/us/1906844/iron-lung-respirator-drinker
36836,US,How the Gatling Gun's Rotating Barrel Mechanism Works,Richard J. Gatling,1862,7,active,https://patentbrief.org/patent/us/36836/gatling-gun
78317,US,How Alfred Nobel Stabilized Nitroglycerin with Dynamite,Alfred Nobel,1868,5,active,https://patentbrief.org/patent/us/78317/dynamite-nobel
22186,US,John Mason's 1858 Patent for the Mason Jar Lid,John L. Mason,1858,8,active,https://patentbrief.org/patent/us/22186/mason-jar
6531124,US,How to Use Modified Cells to Produce Insulin-Regulating Proteins in the Body,Transkaryotic Therapies Inc,2003,2,public domain,https://patentbrief.org/patent/us/6531124/xolair-omalizumab
1967861,US,How DuPont Invented Neoprene Synthetic Rubber,EI Du Pont de Nemours and Co,1934,7,public domain,https://patentbrief.org/patent/us/1967861/neoprene-synthetic-rubber
10362429,US,How Wearable Tech Uses 3D Sound to Guide Visually Impaired People,California Institute of Technology,2019,0,active,https://patentbrief.org/patent/us/10362429/find-my-network
4914603,US,How to Speed Up Neural Network Training Using Momentum,GTE Laboratories Inc,1990,29,public domain,https://patentbrief.org/patent/us/4914603/training-neural-networks
9965705,US,How AI Uses Question-Guided Attention to Answer Questions About Images,Baidu USA LLC,2018,28,active,https://patentbrief.org/patent/us/9965705/systems-and-methods-for-attention-based-configurable-convolutional-neural-networks-abc-cnn-for-visual-question-answering
5903495,US,How Multi-Level Cell Memory Stores More Data in Less Space,Toshiba Corp,1999,326,public domain,https://patentbrief.org/patent/us/5903495/semiconductor-device-and-memory-system
10702600,US,How Moderna's mRNA Vaccine Technology Targets Betacoronaviruses,ModernaTx Inc,2020,46,active,https://patentbrief.org/patent/us/10702600/betacoronavirus-mrna-vaccine
4677614,US,How Self-Healing Data Loops Automatically Elect a New Master Controller,Process Systems Inc,1987,83,public domain,https://patentbrief.org/patent/us/4677614/data-communication-system-and-method-and-communication-controller-and-method-therefor-having-a-dataclock-synchronizer-and-method
942699,US,"How Leo Baekeland Invented Bakelite, the First Synthetic Plastic",Individual,1909,4,active,https://patentbrief.org/patent/us/942699/bakelite-synthetic-plastic
2485586,US,How the Geiger Counter Detects Invisible Radiation,International Standard Electric Corp ,1949,6,public domain,https://patentbrief.org/patent/us/2485586/geiger-counter
2702035,US,How the First Heart-Lung Machine Oxygenated Blood,JEFFERSON MEDICAL COLLEGE,1955,4,public domain,https://patentbrief.org/patent/us/2702035/heart-lung-machine-gibbon
375962,US,How the Modern Paper Drinking Straw Was Invented,Marvin C. Stone,1888,7,active,https://patentbrief.org/patent/us/375962/drinking-straw-stone
743801,US,How Mary Anderson Invented the Windshield Wiper,Individual,1903,5,public domain,https://patentbrief.org/patent/us/743801/windshield-wiper-anderson
6362826,US,How Intel's Memory Hub Manages Graphics Data Across Different Memory Types,Intel Corp,2002,25,public domain,https://patentbrief.org/patent/us/6362826/method-and-apparatus-for-implementing-dynamic-display-memory
5401560,US,How to Make Durable Non-Slip Surfaces Using Electron Beam Curing,Norton Co,1995,25,public domain,https://patentbrief.org/patent/us/5401560/polymer-backed-material-with-non-slip-surface-using-e-beam-cured-urethane-binder
7663607,US,How Multi-Touch Screens Track Multiple Fingers at Once,Apple Inc,2010,1995,public domain,https://patentbrief.org/patent/us/7663607/multipoint-touchscreen
9839649,US,How to Design Effective siRNA Molecules to Silence Specific Genes,Thermo Fisher Scientific Inc,2017,3,active,https://patentbrief.org/patent/us/9839649/methods-and-compositions-for-selecting-sirna-of-improved-functionality
7664715,US,How Caterpillar Compresses Heavy Machinery Data Using Neural Networks,Caterpillar Japan Ltd,2010,0,public domain,https://patentbrief.org/patent/us/7664715/apparatus-and-method-for-compressing-data-apparatus-and-method-for-analyzing-data-and-data-management-system
10824959,US,How to Make Artificial Intelligence Explain Its Own Decisions,Amazon Technologies Inc,2020,37,active,https://patentbrief.org/patent/us/10824959/explainers-for-machine-learning-classifiers
3333846,US,How the Classic Operation Board Game Works,Glass Marvin and Associates,1967,5,public domain,https://patentbrief.org/patent/us/3333846/operation-game-electric-probe
3735375,US,How Vacuum Tubes Detect Tiny Changes in High-Resistance Sensors,Central Investment Corp,1973,2,public domain,https://patentbrief.org/patent/us/3735375/smoke-detector-ionization
382280,US,How Nikola Tesla Invented the Modern AC Electric Motor,Individual,1888,1,active,https://patentbrief.org/patent/us/382280/tesla-ac-motor
RE46892,US,The Design of a Specialized Pouch for Men's Underwear,0912139 B C Ltd,2018,2,active,https://patentbrief.org/patent/us/RE46892/wireless-speaker-grouping
5013088,US,How Tamper-Proof Labels That Break Into Pieces Work,Data Tech Services Inc,1991,23,public domain,https://patentbrief.org/patent/us/5013088/disintegratable-masking-label
10155945,US,How to Build Tiny Lipid Capsules to Deliver Genetic Medicines,Nitto Denko Corp,2018,10,active,https://patentbrief.org/patent/us/10155945/method-of-producing-lipid-nanoparticles-for-drug-delivery
8046721,US,How the iPhone's Slide-to-Unlock Gesture Works,Apple Inc,2011,141,active,https://patentbrief.org/patent/us/8046721/unlocking-a-device-by-performing-gestures-on-an-unlock-image
11727263,US,How Samsung Uses Two AI Models to Improve Sentence Generation,Samsung Electronics Co Ltd,2023,1,active,https://patentbrief.org/patent/us/11727263/method-of-updating-sentence-generation-model-and-sentence-generating-apparatus
37305,US,How James Plimpton Invented the Modern Roller Skate,James L. Plimpton,1863,5,active,https://patentbrief.org/patent/us/37305/roller-skates-plimpton
1462456,US,How Floyd Smith Designed the Modern Parachute Pack and Harness,FLOYD SMITH AERIAL EQUIPMENT C,1923,5,public domain,https://patentbrief.org/patent/us/1462456/free-fall-parachute-smith-irvin
9467413,US,How Instant Messaging Apps Open Reply Windows for Social Media Updates,Tencent Technology Shenzhen Co Ltd,2016,0,active,https://patentbrief.org/patent/us/9467413/facebook-marketplace
879532,US,Lee De Forest's Early Radio Telegraphy System,FOREST RADIO TELEPHONE CO DE,1908,2,public domain,https://patentbrief.org/patent/us/879532/de-forest-audion-vacuum-tube
139121,US,How Levi Strauss Invented the Copper-Riveted Jean Pocket,Levi Strauss & Co.,1873,2,active,https://patentbrief.org/patent/us/139121/blue-jeans-riveted-levi-strauss
558393,US,How John Harvey Kellogg Invented Flaked Breakfast Cereals,John Harvey Kellogg,1896,4,active,https://patentbrief.org/patent/us/558393/corn-flakes-kellogg
157124,US,How Joseph Glidden Invented Modern Barbed Wire,Individual,1874,4,public domain,https://patentbrief.org/patent/us/157124/barbed-wire-glidden
8080,US,John Gorrie's 1851 Patent for Artificial Ice Production,John Gorrie,1851,3,active,https://patentbrief.org/patent/us/8080/ice-machine-refrigeration-gorrie
889823,US,How James Spangler Invented the First Portable Electric Vacuum Cleaner,Individual,1908,3,public domain,https://patentbrief.org/patent/us/889823/vacuum-cleaner-spangler
7512773,US,How Graphics Processors Switch Between Different Tasks Efficiently,Nvidia Corp,2009,6,public domain,https://patentbrief.org/patent/us/7512773/context-switching-using-halt-sequencing-protocol
5946647,US,How Computers Automatically Detect and Act on Data Like Phone Numbers,Apple Computer Inc,1999,297,public domain,https://patentbrief.org/patent/us/5946647/system-and-method-for-performing-an-action-on-a-structure-in-computer-generated-data
11295225,US,How D-Wave Clears Magnetic Noise in Quantum Computers,D Wave Systems Inc,2022,13,active,https://patentbrief.org/patent/us/11295225/superconducting-quantum-processor-and-method-of-operating-same
10607134,US,How AI Learns to Control Game Characters Based on Their Surroundings,Individual,2020,26,active,https://patentbrief.org/patent/us/10607134/artificially-intelligent-systems-devices-and-methods-for-learning-andor-using-an-avatars-circumstances-for-autonomous-avatar-operation
1788434,US,Leonarde Keeler's Early Mechanical Blood Pressure Recorder,Individual,1931,4,public domain,https://patentbrief.org/patent/us/1788434/polygraph-lie-detector-keeler
6281,US,How Walter Hunt Invented the Modern Safety Pin,Walter Hunt,1849,4,active,https://patentbrief.org/patent/us/6281/safety-pin-hunt
1647147,US,How Early Electromagnetic Pumps Moved Liquid Metal Using Magnetic Fields,Individual,1927,7,public domain,https://patentbrief.org/patent/us/1647147/sound-on-film-talking-pictures
4750,US,How Elias Howe Invented the Modern Lockstitch Sewing Machine,Elias Howe,1846,2,active,https://patentbrief.org/patent/us/4750/sewing-machine-howe
10400035,US,Using Antibodies to Protect Transplanted Organs from Damage,University of Helsinki,2019,0,active,https://patentbrief.org/patent/us/10400035/ocrevus-ocrelizumab
1125476,US,How Georges Claude Invented the Neon Light,Individual,1915,3,public domain,https://patentbrief.org/patent/us/1125476/neon-lighting-claude
5876725,US,How Vaccines Protect Pigs from Respiratory Bacteria,University of Saskatchewan,1999,3,public domain,https://patentbrief.org/patent/us/5876725/synagis-palivizumab
11361763,US,How Smart Speakers Know You're Talking to Them After a Command,Amazon Technologies,2022,64,active,https://patentbrief.org/patent/us/11361763/detecting-system-directed-speech
5920821,US,How Phones Automatically Find and Update Network Lists Using CDPD,Bell Atlantic Network Services Inc,1999,179,public domain,https://patentbrief.org/patent/us/5920821/use-of-cellular-digital-packet-data-cdpd-communications-to-convey-system-identification-list-data-to-roaming-cellular-subscriber-stations
10559047,US,How Mobile Devices Use Tags to Close Restaurant Checks,NCR Corp,2020,1,active,https://patentbrief.org/patent/us/10559047/systems-and-methods-for-facilitating-closing-of-a-check
1032557,US,How the Modern Disposable Paper Cup Was Invented,Individual,1912,4,public domain,https://patentbrief.org/patent/us/1032557/dixie-cup-disposable-paper-cup
9266948,US,How Genentech Engineered Antibodies to Block the Bv8 Protein,Genentech Inc,2016,0,active,https://patentbrief.org/patent/us/9266948/kadcyla-t-dm1
3321037,US,How Hovercrafts Use Flexible Skirts to Ride on Air,Hovercraft Development Ltd,1967,2,public domain,https://patentbrief.org/patent/us/3321037/hovercraft-cockerell
483166,US,How Joshua Pusey Invented the Paper Matchbook,Joshua Pusey,1892,4,active,https://patentbrief.org/patent/us/483166/matchbook-pusey
5440632,US,How Cable Boxes Download Software Updates Remotely,Scientific Atlanta LLC,1995,249,public domain,https://patentbrief.org/patent/us/5440632/reprogrammable-subscriber-terminal
1475024,US,How Garrett Morgan Invented the Three-Position Traffic Signal,Individual,1923,2,public domain,https://patentbrief.org/patent/us/1475024/traffic-signal-morgan
1304,US,Samuel Colt's Early Revolving Firearm Mechanism,Samuel Colt,1839,2,active,https://patentbrief.org/patent/us/1304/colt-revolver
1115674,US,How Mary Phelps Jacob Invented the Modern Backless Brassiere,MARY P JACOB,1914,3,public domain,https://patentbrief.org/patent/us/1115674/brassiere-mary-phelps-jacob
319082,US,How Constantin Fahlberg Discovered Saccharin,Constantin Fahlberg,1885,3,active,https://patentbrief.org/patent/us/319082/saccharin-artificial-sweetener-fahlberg
387571,US,How the Revolving Door Was Invented,Theophilus Van Kannel,1888,3,active,https://patentbrief.org/patent/us/387571/revolving-door-van-kannel
2186907,US,How to Make Dried Citrus Fruit Snacks,Individual,1940,6,public domain,https://patentbrief.org/patent/us/2186907/sulfa-drugs-sulfapyridine
5346778,US,Boosting Fuel Cell Power for Vehicles Using Oxygen Injection,Energy Partners Inc,1994,90,public domain,https://patentbrief.org/patent/us/5346778/electrochemical-load-management-system-for-transportation-applications
5561631,US,How Xilinx Chips Quickly Check If Memory Is Completely Erased,Xilinx Inc,1996,5,public domain,https://patentbrief.org/patent/us/5561631/high-speed-minimal-logic-self-blank-checking-method-for-programmable-logic-device
4660166,US,How Hopfield Networks Use Resistors to Mimic Brain-Like Memory,California Institute of Technology,1987,167,public domain,https://patentbrief.org/patent/us/4660166/electronic-network-for-collective-decision-based-on-large-number-of-connections-between-signals
5455030,US,"How to Build Smaller, Synthetic Antibody-Like Molecules for Medicine",Enzon Labs Inc,1995,440,public domain,https://patentbrief.org/patent/us/5455030/immunotheraphy-using-single-chain-polypeptide-binding-molecules
5579517,US,How Windows 95 Supported Long Filenames While Staying Compatible,Microsoft Corp,1996,39,public domain,https://patentbrief.org/patent/us/5579517/windows-95-start-menu
388116,US,How William Burroughs Invented the First Practical Adding Machine,William S. Burroughs,1888,2,active,https://patentbrief.org/patent/us/388116/adding-machine-burroughs
355139,US,Josephine Cochrane's Mechanical Dishwashing Machine,Josephine G. Cochrane,1886,2,active,https://patentbrief.org/patent/us/355139/dishwasher-cochrane
1242065,US,How Elmer Sperry Invented the Gyroscopic Compass for Ships,Sperry Gyroscope Co Inc,1917,2,public domain,https://patentbrief.org/patent/us/1242065/gyrocompass-sperry
259054,US,Henry Seely's 1882 Electric Flatiron,Henry W. Seely,1882,3,active,https://patentbrief.org/patent/us/259054/electric-iron-seely
